gene,isoform,partner,dIF,partner_dIF,gene_expression,first_exon_differs,last_exon_differs,internal_junction_differs,first_exons_disjoint,last_exons_disjoint,tss_distance_bp,tes_distance_bp,same_tss_id,n_exons_sw,n_exons_partner,cc_sw,cc_partner,event_class
STN1,TCONS_00042169,TCONS_00042795,-0.184633333333333,0.108166666666667,"<bound method Series.ge of gname                   STN1
gene_id          XLOC_007337
isoform_id    TCONS_00042169
oId                PB.2750.5
cc                         c
dIF                -0.184633
is_sw                   True
ge                 22.077552
v1                  2.074302
v2                       0.0
IF1                 0.184633
IF2                      0.0
Name: 88, dtype: object>",True,True,False,True,False,1248,21,False,5,4,c,c,pure_promoter_switch
SYNJ2,TCONS_00255251,TCONS_00255249,-0.181233333333333,0.110133333333333,"<bound method Series.ge of gname                     SYNJ2
gene_id             XLOC_045851
isoform_id       TCONS_00255251
oId           ENST00000367113.5
cc                            =
dIF                   -0.181233
is_sw                      True
ge                    39.964441
v1                     5.680464
v2                     2.165367
IF1                    0.290533
IF2                      0.1093
Name: 317, dtype: object>",True,True,True,False,True,175,68239,False,4,27,=,=,internal_splicing_only
TFEB,TCONS_00257713,TCONS_00257719,0.1526,-0.0464666666666667,"<bound method Series.ge of gname                      TFEB
gene_id             XLOC_046512
isoform_id       TCONS_00257713
oId           ENST00000445214.2
cc                            =
dIF                      0.1526
is_sw                      True
ge                   130.592128
v1                     4.468784
v2                     16.14609
IF1                       0.073
IF2                      0.2256
Name: 329, dtype: object>",True,False,True,True,False,28461,0,False,10,9,=,=,promoter_plus_internal
TMEM63B,TCONS_00252654,TCONS_00252656,0.228933333333333,-0.1888,"<bound method Series.ge of gname                    TMEM63B
gene_id              XLOC_045100
isoform_id        TCONS_00252654
oId           ENST00000259746.13
cc                             =
dIF                     0.228933
is_sw                       True
ge                     73.728714
v1                      1.872198
v2                     13.483584
IF1                     0.066967
IF2                       0.2959
Name: 300, dtype: object>",True,False,False,True,False,640,0,False,24,24,=,=,terminal_other
TNFSF4,TCONS_00018922,TCONS_00029427,0.343966666666667,-0.1593,"<bound method Series.ge of gname                 TNFSF4
gene_id          XLOC_004551
isoform_id    TCONS_00018922
oId                PB.1538.5
cc                         =
dIF                 0.343967
is_sw                   True
ge                100.957441
v1                  7.680279
v2                 46.982054
IF1                 0.286367
IF2                 0.630333
Name: 65, dtype: object>",True,True,False,True,False,18803,5,False,3,2,=,c,pure_promoter_switch
TPMT,TCONS_00261996,TCONS_00264086,-0.2813,0.160733333333333,"<bound method Series.ge of gname                   TPMT
gene_id          XLOC_046117
isoform_id    TCONS_00261996
oId               PB.13586.2
cc                         j
dIF                  -0.2813
is_sw                   True
ge                 15.537856
v1                  1.999918
v2                  0.021624
IF1                 0.283767
IF2                 0.002467
Name: 321, dtype: object>",True,True,False,False,False,4,1,True,10,10,j,j,terminal_other
TRIM38,TCONS_00261420,TCONS_00263459,-0.220533333333333,0.141233333333333,"<bound method Series.ge of gname                 TRIM38
gene_id          XLOC_044683
isoform_id    TCONS_00261420
oId               PB.13608.9
cc                         c
dIF                -0.220533
is_sw                   True
ge                 20.524142
v1                  2.420184
v2                   0.05805
IF1                   0.2274
IF2                 0.006867
Name: 294, dtype: object>",True,True,False,True,False,2450,5,False,6,5,c,c,pure_promoter_switch
UBXN8,TCONS_00281540,TCONS_00291884,0.156033333333333,-0.0962333333333334,"<bound method Series.ge of gname                     UBXN8
gene_id             XLOC_050576
isoform_id       TCONS_00281540
oId           ENST00000615729.4
cc                            =
dIF                    0.156033
is_sw                      True
ge                    35.428213
v1                     0.684358
v2                     3.544168
IF1                    0.039133
IF2                    0.195167
Name: 382, dtype: object>",True,True,True,False,False,12,589,True,8,7,=,j,internal_splicing_only
UTS2,TCONS_00011940,TCONS_00023387,0.2337,-0.193033333333333,"<bound method Series.ge of gname                      UTS2
gene_id             XLOC_002833
isoform_id       TCONS_00011940
oId           ENST00000377507.8
cc                            =
dIF                      0.2337
is_sw                      True
ge                   143.744355
v1                     5.951594
v2                    33.388504
IF1                    0.119767
IF2                    0.353467
Name: 33, dtype: object>",True,True,True,True,True,27571,68258,False,8,5,=,j,promoter_plus_internal
UTS2,TCONS_00023387,TCONS_00011940,-0.193033333333333,0.2337,"<bound method Series.ge of gname                   UTS2
gene_id          XLOC_002833
isoform_id    TCONS_00023387
oId                  PB.72.5
cc                         j
dIF                -0.193033
is_sw                   True
ge                143.744355
v1                 17.843033
v2                 15.396679
IF1                 0.358233
IF2                   0.1652
Name: 38, dtype: object>",True,True,True,True,True,27571,68258,False,5,8,j,=,promoter_plus_internal
XLOC_003850,TCONS_00024189,TCONS_00029035,-0.206733333333333,0.151233333333333,"<bound method Series.ge of gname            XLOC_003850
gene_id          XLOC_003850
isoform_id    TCONS_00024189
oId                PB.857.18
cc                         u
dIF                -0.206733
is_sw                   True
ge                 14.755003
v1                  2.607991
v2                  0.169023
IF1                 0.243333
IF2                   0.0366
Name: 61, dtype: object>",True,True,False,True,False,1255,3,False,3,3,u,u,pure_promoter_switch
XLOC_003850,TCONS_00029035,TCONS_00024189,0.151233333333333,-0.206733333333333,"<bound method Series.ge of gname            XLOC_003850
gene_id          XLOC_003850
isoform_id    TCONS_00029035
oId                PB.891.11
cc                         u
dIF                 0.151233
is_sw                   True
ge                 14.755003
v1                  0.577234
v2                  0.772937
IF1                 0.050767
IF2                    0.202
Name: 64, dtype: object>",True,True,False,True,False,1255,3,False,3,3,u,u,pure_promoter_switch
XLOC_022235,TCONS_00137922,TCONS_00137044,-0.2021,0.0685,"<bound method Series.ge of gname            XLOC_022235
gene_id          XLOC_022235
isoform_id    TCONS_00137922
oId                PB.8100.4
cc                         c
dIF                  -0.2021
is_sw                   True
ge                 18.217915
v1                  2.609087
v2                  4.238475
IF1                 0.521733
IF2                 0.319633
Name: 205, dtype: object>",True,True,False,True,False,795,8,False,1,2,c,o,terminal_other
XLOC_034110,TCONS_00193233,TCONS_00195595,0.163166666666667,-0.163166666666667,"<bound method Series.ge of gname            XLOC_034110
gene_id          XLOC_034110
isoform_id    TCONS_00193233
oId               PB.11292.1
cc                         =
dIF                 0.163167
is_sw                   True
ge                 15.531029
v1                  5.701287
v2                  8.775972
IF1                 0.836833
IF2                      1.0
Name: 261, dtype: object>",True,True,False,False,False,375,2,False,1,1,=,c,terminal_other
XLOC_034110,TCONS_00195595,TCONS_00193233,-0.163166666666667,0.163166666666667,"<bound method Series.ge of gname            XLOC_034110
gene_id          XLOC_034110
isoform_id    TCONS_00195595
oId               PB.12087.1
cc                         c
dIF                -0.163167
is_sw                   True
ge                 15.531029
v1                   1.05377
v2                       0.0
IF1                 0.163167
IF2                      0.0
Name: 262, dtype: object>",True,True,False,False,False,375,2,False,1,1,c,=,terminal_other
ZCCHC8,TCONS_00075959,TCONS_00075960,-0.1736,0.0966666666666667,"<bound method Series.ge of gname                 ZCCHC8
gene_id          XLOC_013459
isoform_id    TCONS_00075959
oId                PB.4366.4
cc                         c
dIF                  -0.1736
is_sw                   True
ge                 26.910239
v1                  6.801437
v2                  4.319115
IF1                   0.4988
IF2                   0.3252
Name: 139, dtype: object>",True,True,True,True,False,7214,2,False,8,11,c,c,promoter_plus_internal
