gene,isoform,partner,dIF,partner_dIF,gene_expression,first_exon_differs,last_exon_differs,internal_junction_differs,first_exons_disjoint,last_exons_disjoint,tss_distance_bp,tes_distance_bp,same_tss_id,n_exons_sw,n_exons_partner,cc_sw,cc_partner,novel,event_class
LINC00278,TCONS_00314315,TCONS_00314318,-0.241566666666667,0.121533333333333,"<bound method Series.ge of gname                 LINC00278
gene_id             XLOC_057326
isoform_id       TCONS_00314315
oId           ENST00000665487.1
cc                            =
dIF                   -0.241567
is_sw                      True
ge                    14.405794
v1                     5.104439
v2                     1.760578
IF1                    0.573333
IF2                    0.331767
Name: 937, dtype: object>",True,True,True,False,True,7,79804,True,2,6,=,=,False,internal_splicing_only
LINC02611,TCONS_00173610,TCONS_00173611,0.4042,-0.0929666666666667,"<bound method Series.ge of gname                 LINC02611
gene_id             XLOC_031206
isoform_id       TCONS_00173610
oId           ENST00000687873.1
cc                            =
dIF                      0.4042
is_sw                      True
ge                    16.592534
v1                      3.06671
v2                     2.737763
IF1                    0.255167
IF2                    0.659367
Name: 531, dtype: object>",True,False,False,False,False,23,0,True,3,3,=,=,False,terminal_other
MEIKIN,TCONS_00249077,TCONS_00249075,-0.175133333333333,0.123866666666667,"<bound method Series.ge of gname                 MEIKIN
gene_id          XLOC_043956
isoform_id    TCONS_00249077
oId               PB.14387.6
cc                         j
dIF                -0.175133
is_sw                   True
ge                 13.500826
v1                  1.934138
v2                  0.272575
IF1                   0.2271
IF2                 0.051967
Name: 746, dtype: object>",True,True,True,False,False,2,4,True,10,9,j,j,True,internal_splicing_only
MERTK,TCONS_00178732,TCONS_00164291,0.172866666666667,-0.112333333333333,"<bound method Series.ge of gname                  MERTK
gene_id          XLOC_029250
isoform_id    TCONS_00178732
oId                PB.9268.4
cc                         j
dIF                 0.172867
is_sw                   True
ge                 64.741714
v1                   3.36265
v2                  1.727662
IF1                 0.059233
IF2                   0.2321
Name: 504, dtype: object>",True,True,True,False,True,35,11265,True,19,20,j,=,True,internal_splicing_only
MGAT4A,TCONS_00173596,TCONS_00179806,-0.171233333333333,0.165866666666667,"<bound method Series.ge of gname                    MGAT4A
gene_id             XLOC_031205
isoform_id       TCONS_00173596
oId           ENST00000414521.6
cc                            =
dIF                   -0.171233
is_sw                      True
ge                    50.877282
v1                      6.74145
v2                          0.0
IF1                    0.171233
IF2                         0.0
Name: 525, dtype: object>",True,True,True,True,False,67462,42,False,13,16,=,j,False,promoter_plus_internal
MGAT4A,TCONS_00179806,TCONS_00173596,0.165866666666667,-0.171233333333333,"<bound method Series.ge of gname                 MGAT4A
gene_id          XLOC_031205
isoform_id    TCONS_00179806
oId                PB.9193.4
cc                         j
dIF                 0.165867
is_sw                   True
ge                 50.877282
v1                 10.819645
v2                  5.008109
IF1                 0.274667
IF2                 0.440533
Name: 527, dtype: object>",True,True,True,True,False,67462,42,False,16,13,j,=,True,promoter_plus_internal
MMS22L,TCONS_00259147,TCONS_00264370,-0.175433333333333,0.0475333333333333,"<bound method Series.ge of gname                    MMS22L
gene_id             XLOC_046876
isoform_id       TCONS_00259147
oId           ENST00000683635.1
cc                            =
dIF                   -0.175433
is_sw                      True
ge                     13.32788
v1                     4.814378
v2                      2.53483
IF1                    0.626733
IF2                      0.4513
Name: 790, dtype: object>",True,True,True,True,False,54173,4377,False,25,12,=,c,False,promoter_plus_internal
MOSMO,TCONS_00109507,TCONS_00109504,0.185433333333333,-0.0918666666666667,"<bound method Series.ge of gname                     MOSMO
gene_id             XLOC_019580
isoform_id       TCONS_00109507
oId           ENST00000562695.1
cc                            =
dIF                    0.185433
is_sw                      True
ge                    14.161539
v1                     0.928096
v2                     2.798782
IF1                    0.155967
IF2                      0.3414
Name: 325, dtype: object>",True,True,False,False,True,172,8598,False,2,3,=,=,False,terminal_other
MREG,TCONS_00177118,TCONS_00181164,-0.332966666666667,0.171366666666667,"<bound method Series.ge of gname                      MREG
gene_id             XLOC_032056
isoform_id       TCONS_00177118
oId           ENST00000265322.8
cc                            =
dIF                   -0.332967
is_sw                      True
ge                    20.698723
v1                     3.656386
v2                     1.862856
IF1                    0.475633
IF2                    0.142667
Name: 547, dtype: object>",True,True,True,True,True,136130,93897,False,8,2,=,c,False,promoter_plus_internal
MRPL39,TCONS_00193877,TCONS_00195435,-0.2652,0.133533333333333,"<bound method Series.ge of gname                 MRPL39
gene_id          XLOC_034300
isoform_id    TCONS_00193877
oId               PB.11909.1
cc                         =
dIF                  -0.2652
is_sw                   True
ge                 31.872044
v1                  9.384622
v2                  3.198604
IF1                   0.5068
IF2                   0.2416
Name: 575, dtype: object>",True,True,False,True,False,921,2,False,10,9,=,c,False,terminal_other
MRPL42,TCONS_00077134,TCONS_00076234,-0.2198,0.1418,"<bound method Series.ge of gname                 MRPL42
gene_id          XLOC_011692
isoform_id    TCONS_00077134
oId               PB.4507.20
cc                         c
dIF                  -0.2198
is_sw                   True
ge                 70.945345
v1                 15.386057
v2                 11.245912
IF1                 0.498833
IF2                 0.279033
Name: 252, dtype: object>",True,True,True,True,False,10222,2,False,5,3,c,c,True,promoter_plus_internal
MYZAP,TCONS_00098374,TCONS_00098351,0.192266666666667,-0.108433333333333,"<bound method Series.ge of gname                     MYZAP
gene_id             XLOC_017650
isoform_id       TCONS_00098374
oId           ENST00000299638.8
cc                            =
dIF                    0.192267
is_sw                      True
ge                    53.401418
v1                    19.818958
v2                    17.285458
IF1                    0.618367
IF2                    0.810633
Name: 318, dtype: object>",True,True,True,True,True,114810,32193,False,4,13,=,=,False,promoter_plus_internal
NCOA7,TCONS_00254331,TCONS_00263872,0.6734,-0.137766666666667,"<bound method Series.ge of gname                     NCOA7
gene_id             XLOC_045594
isoform_id       TCONS_00254331
oId           ENST00000438495.6
cc                            =
dIF                      0.6734
is_sw                      True
ge                   171.929722
v1                     3.966706
v2                   128.340131
IF1                    0.182733
IF2                    0.856133
Name: 770, dtype: object>",True,True,True,True,True,33965,41416,False,6,2,=,c,False,promoter_plus_internal
NEMP1,TCONS_00075677,TCONS_00076568,0.235066666666667,-0.148533333333333,"<bound method Series.ge of gname                  NEMP1
gene_id          XLOC_012880
isoform_id    TCONS_00075677
oId                PB.3917.2
cc                         c
dIF                 0.235067
is_sw                   True
ge                169.466614
v1                 12.138648
v2                  58.37881
IF1                 0.247667
IF2                 0.482733
Name: 275, dtype: object>",True,True,True,True,False,3276,2,False,4,2,c,c,True,promoter_plus_internal
OSBPL7,TCONS_00132247,TCONS_00132252,-0.185966666666667,0.1013,"<bound method Series.ge of gname                    OSBPL7
gene_id             XLOC_023867
isoform_id       TCONS_00132247
oId           ENST00000007414.8
cc                            =
dIF                   -0.185967
is_sw                      True
ge                    12.730356
v1                     6.139725
v2                     2.750985
IF1                    0.766633
IF2                    0.580667
Name: 396, dtype: object>",True,True,True,True,False,12679,844,False,23,4,=,=,False,promoter_plus_internal
PCSK7,TCONS_00059303,TCONS_00058582,-0.1571,0.0808333333333333,"<bound method Series.ge of gname                  PCSK7
gene_id          XLOC_010504
isoform_id    TCONS_00059303
oId                PB.2671.1
cc                         c
dIF                  -0.1571
is_sw                   True
ge                 46.496095
v1                  5.146106
v2                  1.430074
IF1                 0.219167
IF2                 0.062067
Name: 187, dtype: object>",True,True,True,True,False,1276,7,False,2,4,c,c,True,promoter_plus_internal
PEX26,TCONS_00195814,TCONS_00195819,0.155066666666667,-0.1442,"<bound method Series.ge of gname                     PEX26
gene_id             XLOC_034635
isoform_id       TCONS_00195814
oId           ENST00000428061.2
cc                            =
dIF                    0.155067
is_sw                      True
ge                    39.592122
v1                     3.766816
v2                     5.396038
IF1                    0.166767
IF2                    0.321833
Name: 585, dtype: object>",True,True,True,True,True,32310,43035,False,4,5,=,=,False,promoter_plus_internal
PLD6,TCONS_00129523,TCONS_00129525,0.221833333333333,-0.1794,"<bound method Series.ge of gname                      PLD6
gene_id             XLOC_023262
isoform_id       TCONS_00129523
oId           ENST00000321560.4
cc                            =
dIF                    0.221833
is_sw                      True
ge                    30.908097
v1                      4.98543
v2                     9.734922
IF1                      0.3542
IF2                    0.576033
Name: 369, dtype: object>",True,True,True,True,True,30835,11217,False,2,14,=,=,False,promoter_plus_internal
PLD6,TCONS_00129525,TCONS_00129523,-0.1794,0.221833333333333,"<bound method Series.ge of gname                      PLD6
gene_id             XLOC_023262
isoform_id       TCONS_00129525
oId           ENST00000285071.9
cc                            =
dIF                     -0.1794
is_sw                      True
ge                    30.908097
v1                      7.31012
v2                     5.747187
IF1                    0.521733
IF2                    0.342333
Name: 370, dtype: object>",True,True,True,True,True,30835,11217,False,14,2,=,=,False,promoter_plus_internal
POGLUT1,TCONS_00206349,TCONS_00221283,-0.237233333333333,0.0754333333333333,"<bound method Series.ge of gname                   POGLUT1
gene_id             XLOC_036676
isoform_id       TCONS_00206349
oId           ENST00000295588.9
cc                            =
dIF                   -0.237233
is_sw                      True
ge                    56.384275
v1                     5.868307
v2                     8.766598
IF1                    0.439667
IF2                    0.202433
Name: 658, dtype: object>",True,True,True,True,False,16373,8,False,11,6,=,c,False,promoter_plus_internal
PPAN-P2RY11,TCONS_00145375,TCONS_00145364,-0.1599,0.0996,"<bound method Series.ge of gname               PPAN-P2RY11
gene_id             XLOC_025855
isoform_id       TCONS_00145375
oId           ENST00000321826.5
cc                            =
dIF                     -0.1599
is_sw                      True
ge                   180.653702
v1                    42.147725
v2                    22.942027
IF1                    0.434633
IF2                    0.274733
Name: 433, dtype: object>",True,True,True,True,True,5331,3360,False,2,12,=,=,False,promoter_plus_internal
PRKACB,TCONS_00004798,TCONS_00004795,-0.2291,0.147833333333333,"<bound method Series.ge of gname                    PRKACB
gene_id             XLOC_001048
isoform_id       TCONS_00004798
oId           ENST00000370685.7
cc                            =
dIF                     -0.2291
is_sw                      True
ge                    14.725461
v1                     3.793828
v2                     0.850901
IF1                    0.394633
IF2                    0.165533
Name: 1, dtype: object>",True,False,False,True,False,66209,0,False,10,10,=,=,False,pure_promoter_switch
PTGFRN,TCONS_00027653,TCONS_00006056,0.183033333333333,-0.138866666666667,"<bound method Series.ge of gname                 PTGFRN
gene_id          XLOC_001352
isoform_id    TCONS_00027653
oId                PB.1046.1
cc                         c
dIF                 0.183033
is_sw                   True
ge                  14.32489
v1                  2.283507
v2                  2.072737
IF1                   0.2441
IF2                 0.427133
Name: 9, dtype: object>",True,True,True,True,True,42077,1755,False,7,2,c,=,True,promoter_plus_internal
PYM1,TCONS_00071153,TCONS_00071154,-0.1764,0.150266666666667,"<bound method Series.ge of gname                   PYM1
gene_id          XLOC_012843
isoform_id    TCONS_00071153
oId                PB.3878.2
cc                         =
dIF                  -0.1764
is_sw                   True
ge                 49.551639
v1                 12.972172
v2                  5.612523
IF1                 0.448267
IF2                 0.271867
Name: 266, dtype: object>",True,True,False,True,False,778,1,False,3,3,=,=,False,terminal_other
R3HCC1L,TCONS_00040620,TCONS_00034825,0.162866666666667,-0.122433333333333,"<bound method Series.ge of gname                R3HCC1L
gene_id          XLOC_006121
isoform_id    TCONS_00040620
oId                PB.2420.5
cc                         j
dIF                 0.162867
is_sw                   True
ge                 16.363415
v1                   0.66434
v2                  1.854637
IF1                 0.078633
IF2                   0.2415
Name: 130, dtype: object>",True,True,True,True,False,28629,2,False,9,7,j,=,True,promoter_plus_internal
RAB7B,TCONS_00024990,TCONS_00024992,-0.159833333333333,0.1741,"<bound method Series.ge of gname                  RAB7B
gene_id          XLOC_004829
isoform_id    TCONS_00024990
oId                PB.1663.8
cc                         c
dIF                -0.159833
is_sw                   True
ge                714.648076
v1                123.624802
v2                 53.080006
IF1                 0.321067
IF2                 0.161233
Name: 104, dtype: object>",True,True,False,True,False,863,1323,False,3,4,c,c,True,terminal_other
RAB7B,TCONS_00024992,TCONS_00024990,0.1741,-0.159833333333333,"<bound method Series.ge of gname                  RAB7B
gene_id          XLOC_004829
isoform_id    TCONS_00024992
oId               PB.1663.12
cc                         c
dIF                   0.1741
is_sw                   True
ge                714.648076
v1                 31.947599
v2                 85.144397
IF1                 0.084167
IF2                 0.258267
Name: 105, dtype: object>",True,True,False,True,False,863,1323,False,4,3,c,c,True,terminal_other
RASAL2,TCONS_00008518,TCONS_00022879,-0.1658,0.121366666666667,"<bound method Series.ge of gname                    RASAL2
gene_id             XLOC_001966
isoform_id       TCONS_00008518
oId           ENST00000696607.1
cc                            =
dIF                     -0.1658
is_sw                      True
ge                    35.492774
v1                     7.607788
v2                     1.977247
IF1                    0.329767
IF2                    0.163967
Name: 12, dtype: object>",True,True,True,True,False,54188,5486,False,17,11,=,c,False,promoter_plus_internal
RBKS,TCONS_00170563,TCONS_00170566,-0.329166666666667,0.4408,"<bound method Series.ge of gname                      RBKS
gene_id             XLOC_030548
isoform_id       TCONS_00170563
oId           ENST00000302188.8
cc                            =
dIF                   -0.329167
is_sw                      True
ge                     22.50967
v1                     3.226501
v2                     3.687826
IF1                      0.5508
IF2                    0.221633
Name: 519, dtype: object>",True,True,True,False,True,294,77122,False,8,3,=,=,False,internal_splicing_only
RBKS,TCONS_00170566,TCONS_00170563,0.4408,-0.329166666666667,"<bound method Series.ge of gname                      RBKS
gene_id             XLOC_030548
isoform_id       TCONS_00170566
oId           ENST00000453412.1
cc                            =
dIF                      0.4408
is_sw                      True
ge                     22.50967
v1                     0.758548
v2                     9.391402
IF1                    0.126833
IF2                    0.567633
Name: 521, dtype: object>",True,True,True,False,True,294,77122,False,3,8,=,=,False,internal_splicing_only
RGS19,TCONS_00190139,TCONS_00190138,0.2572,-0.209233333333333,"<bound method Series.ge of gname                     RGS19
gene_id             XLOC_033712
isoform_id       TCONS_00190139
oId           ENST00000332298.9
cc                            =
dIF                      0.2572
is_sw                      True
ge                    75.198868
v1                    28.481051
v2                    13.996845
IF1                    0.503033
IF2                    0.760233
Name: 557, dtype: object>",True,False,False,True,False,470,0,False,6,6,=,=,False,terminal_other
RHOT1,TCONS_00137000,TCONS_00123594,0.157933333333333,-0.111766666666667,"<bound method Series.ge of gname                  RHOT1
gene_id          XLOC_022129
isoform_id    TCONS_00137000
oId                PB.7513.1
cc                         c
dIF                 0.157933
is_sw                   True
ge                  33.53215
v1                  0.033796
v2                  2.128055
IF1                 0.001667
IF2                   0.1596
Name: 348, dtype: object>",True,True,False,True,False,28370,277,False,19,20,c,=,True,pure_promoter_switch
RIN2,TCONS_00184954,TCONS_00184955,-0.180766666666667,0.1437,"<bound method Series.ge of gname                      RIN2
gene_id             XLOC_032481
isoform_id       TCONS_00184954
oId           ENST00000412571.1
cc                            =
dIF                   -0.180767
is_sw                      True
ge                    12.102046
v1                     0.577177
v2                     0.341815
IF1                    0.219367
IF2                      0.0386
Name: 553, dtype: object>",True,True,True,False,True,110,193174,False,3,13,=,=,False,internal_splicing_only
RIN3,TCONS_00088248,TCONS_00088253,0.261433333333333,-0.2115,"<bound method Series.ge of gname                       RIN3
gene_id              XLOC_015829
isoform_id        TCONS_00088248
oId           ENST00000216487.12
cc                             =
dIF                     0.261433
is_sw                       True
ge                     81.738471
v1                      9.881662
v2                     29.553127
IF1                     0.328167
IF2                       0.5896
Name: 302, dtype: object>",True,True,True,True,False,62453,7,False,10,9,=,=,False,promoter_plus_internal
RIN3,TCONS_00088253,TCONS_00088248,-0.2115,0.261433333333333,"<bound method Series.ge of gname                      RIN3
gene_id             XLOC_015829
isoform_id       TCONS_00088253
oId           ENST00000418924.6
cc                            =
dIF                     -0.2115
is_sw                      True
ge                    81.738471
v1                    11.606049
v2                      7.76277
IF1                      0.3616
IF2                      0.1501
Name: 306, dtype: object>",True,True,True,True,False,62453,7,False,9,10,=,=,False,promoter_plus_internal
RPS6KA3,TCONS_00308884,TCONS_00313068,-0.164733333333333,0.0397,"<bound method Series.ge of gname                   RPS6KA3
gene_id             XLOC_056286
isoform_id       TCONS_00308884
oId           ENST00000379565.9
cc                            =
dIF                   -0.164733
is_sw                      True
ge                   137.754186
v1                    32.705654
v2                    46.948167
IF1                    0.691067
IF2                    0.526333
Name: 920, dtype: object>",True,True,True,True,False,105186,4818,False,22,3,=,c,False,promoter_plus_internal
RPUSD2,TCONS_00097387,TCONS_00107098,0.152266666666667,-0.0801333333333333,"<bound method Series.ge of gname                     RPUSD2
gene_id              XLOC_017457
isoform_id        TCONS_00097387
oId           ENST00000315616.12
cc                             =
dIF                     0.152267
is_sw                       True
ge                     15.266535
v1                      4.012945
v2                      4.473086
IF1                     0.486033
IF2                       0.6383
Name: 311, dtype: object>",True,True,False,True,False,2475,494,False,3,2,=,c,False,pure_promoter_switch
RSAD2,TCONS_00160356,TCONS_00160359,-0.195266666666667,0.3374,"<bound method Series.ge of gname                     RSAD2
gene_id             XLOC_028291
isoform_id       TCONS_00160356
oId           ENST00000679863.1
cc                            =
dIF                   -0.195267
is_sw                      True
ge                    93.442254
v1                     0.689468
v2                     2.537426
IF1                    0.224067
IF2                      0.0288
Name: 478, dtype: object>",True,True,False,True,False,11987,256,False,7,6,=,=,False,pure_promoter_switch
RSAD2,TCONS_00160359,TCONS_00160356,0.3374,-0.195266666666667,"<bound method Series.ge of gname                     RSAD2
gene_id             XLOC_028291
isoform_id       TCONS_00160359
oId           ENST00000382040.4
cc                            =
dIF                      0.3374
is_sw                      True
ge                    93.442254
v1                     1.555041
v2                    79.224939
IF1                      0.5349
IF2                      0.8723
Name: 479, dtype: object>",True,True,False,True,False,11987,256,False,6,7,=,=,False,pure_promoter_switch
RTN4RL2,TCONS_00045493,TCONS_00045491,0.168633333333333,-0.174,"<bound method Series.ge of gname                   RTN4RL2
gene_id             XLOC_008203
isoform_id       TCONS_00045493
oId           ENST00000395120.2
cc                            =
dIF                    0.168633
is_sw                      True
ge                    14.788072
v1                     0.006759
v2                        1.507
IF1                    0.000967
IF2                      0.1696
Name: 169, dtype: object>",True,True,False,False,True,338,8904,False,3,3,=,=,False,terminal_other
SAMD14,TCONS_00132520,TCONS_00132521,-0.217633333333333,0.161866666666667,"<bound method Series.ge of gname                     SAMD14
gene_id              XLOC_023939
isoform_id        TCONS_00132520
oId           ENST00000285206.12
cc                             =
dIF                    -0.217633
is_sw                       True
ge                     15.130639
v1                      2.672856
v2                      1.145082
IF1                       0.3621
IF2                     0.144467
Name: 401, dtype: object>",True,True,True,True,False,6363,27,False,9,7,=,=,False,promoter_plus_internal
SAP130,TCONS_00179903,TCONS_00181043,0.186566666666667,-0.123233333333333,"<bound method Series.ge of gname                 SAP130
gene_id          XLOC_031422
isoform_id    TCONS_00179903
oId                PB.9346.5
cc                         c
dIF                 0.186567
is_sw                   True
ge                 28.186476
v1                  0.216402
v2                  2.422001
IF1                   0.0133
IF2                 0.199867
Name: 542, dtype: object>",True,True,True,True,False,16761,6,False,17,11,c,c,True,promoter_plus_internal
SEC14L2,TCONS_00196950,TCONS_00196933,-0.1682,0.122033333333333,"<bound method Series.ge of gname                    SEC14L2
gene_id              XLOC_034947
isoform_id        TCONS_00196950
oId           ENST00000266263.10
cc                             =
dIF                      -0.1682
is_sw                       True
ge                      63.23248
v1                     12.438685
v2                     14.522289
IF1                       0.5327
IF2                       0.3645
Name: 611, dtype: object>",True,True,True,True,True,28750,3751,False,4,12,=,=,False,promoter_plus_internal
SHFL,TCONS_00145354,TCONS_00145353,-0.1562,0.0657333333333333,"<bound method Series.ge of gname                       SHFL
gene_id              XLOC_025854
isoform_id        TCONS_00145354
oId           ENST00000253110.16
cc                             =
dIF                      -0.1562
is_sw                       True
ge                    116.347442
v1                      17.44566
v2                     24.020755
IF1                     0.462333
IF2                     0.306133
Name: 414, dtype: object>",True,True,True,False,False,20,9,True,8,7,=,=,False,internal_splicing_only
SLC35A5,TCONS_00217881,TCONS_00206157,-0.1824,0.172166666666667,"<bound method Series.ge of gname                SLC35A5
gene_id          XLOC_036627
isoform_id    TCONS_00217881
oId               PB.11454.3
cc                         j
dIF                  -0.1824
is_sw                   True
ge                 17.920973
v1                  1.936167
v2                  0.051901
IF1                 0.188633
IF2                 0.006233
Name: 650, dtype: object>",True,True,True,False,False,4,3,True,7,8,j,=,True,internal_splicing_only
SLC9A7,TCONS_00314029,TCONS_00309302,0.156333333333333,-0.134333333333333,"<bound method Series.ge of gname                 SLC9A7
gene_id          XLOC_056436
isoform_id    TCONS_00314029
oId               PB.19938.7
cc                         c
dIF                 0.156333
is_sw                   True
ge                 26.339264
v1                  0.040555
v2                   2.44401
IF1                 0.004133
IF2                 0.160467
Name: 936, dtype: object>",True,True,True,True,False,127471,7426,False,4,17,c,=,True,promoter_plus_internal
SNX10,TCONS_00277254,TCONS_00266425,0.201366666666667,-0.0903666666666667,"<bound method Series.ge of gname                  SNX10
gene_id          XLOC_047626
isoform_id    TCONS_00277254
oId               PB.17180.3
cc                         j
dIF                 0.201367
is_sw                   True
ge                 86.303061
v1                  5.378016
v2                  8.213087
IF1                 0.092667
IF2                 0.294033
Name: 811, dtype: object>",True,True,True,True,False,69017,67,False,5,7,j,=,True,promoter_plus_internal
SOCS4,TCONS_00086549,TCONS_00086552,0.1795,-0.138133333333333,"<bound method Series.ge of gname                     SOCS4
gene_id             XLOC_015494
isoform_id       TCONS_00086549
oId           ENST00000395472.2
cc                            =
dIF                      0.1795
is_sw                      True
ge                    23.017667
v1                     1.642167
v2                     3.763222
IF1                    0.144033
IF2                    0.323533
Name: 292, dtype: object>",True,True,False,True,False,397,2,False,2,2,=,=,False,terminal_other
SORT1,TCONS_00024217,TCONS_00026526,-0.165833333333333,0.1516,"<bound method Series.ge of gname                  SORT1
gene_id          XLOC_003879
isoform_id    TCONS_00024217
oId                 PB.693.2
cc                         c
dIF                -0.165833
is_sw                   True
ge                 68.225931
v1                 11.367816
v2                  5.426822
IF1                   0.3285
IF2                 0.162667
Name: 81, dtype: object>",True,True,False,True,False,3731,4379,False,13,12,c,c,True,pure_promoter_switch
SOX5,TCONS_00069381,TCONS_00076405,-0.170966666666667,0.136166666666667,"<bound method Series.ge of gname                      SOX5
gene_id             XLOC_012456
isoform_id       TCONS_00069381
oId           ENST00000451604.7
cc                            =
dIF                   -0.170967
is_sw                      True
ge                    13.832151
v1                     1.554008
v2                     1.738742
IF1                      0.3558
IF2                    0.184833
Name: 253, dtype: object>",True,True,True,True,True,633468,1029368,False,15,3,=,j,False,promoter_plus_internal
SP1,TCONS_00063992,TCONS_00063993,0.184133333333333,-0.1722,"<bound method Series.ge of gname                       SP1
gene_id             XLOC_011307
isoform_id       TCONS_00063992
oId           ENST00000327443.9
cc                            =
dIF                    0.184133
is_sw                      True
ge                    50.956958
v1                     7.510503
v2                    10.569092
IF1                    0.266133
IF2                    0.450267
Name: 216, dtype: object>",True,False,False,True,False,463,0,False,6,6,=,=,False,terminal_other
SPRING1,TCONS_00077785,TCONS_00078614,-0.187766666666667,0.284466666666667,"<bound method Series.ge of gname                SPRING1
gene_id          XLOC_013382
isoform_id    TCONS_00077785
oId                PB.4684.4
cc                         c
dIF                -0.187767
is_sw                   True
ge                 32.078796
v1                  3.944564
v2                  0.906581
IF1                 0.244733
IF2                 0.056967
Name: 290, dtype: object>",True,True,False,True,False,2674,23,False,4,3,c,c,True,pure_promoter_switch
SYNJ2,TCONS_00262979,TCONS_00255253,0.180266666666667,-0.130966666666667,"<bound method Series.ge of gname                  SYNJ2
gene_id          XLOC_045851
isoform_id    TCONS_00262979
oId               PB.11220.1
cc                         j
dIF                 0.180267
is_sw                   True
ge                 64.922672
v1                  9.342322
v2                 21.900728
IF1                 0.372433
IF2                   0.5527
Name: 778, dtype: object>",True,True,True,True,True,10040,68255,False,3,26,j,=,True,promoter_plus_internal
TBC1D12,TCONS_00034651,TCONS_00042436,-0.2096,0.0698,"<bound method Series.ge of gname                   TBC1D12
gene_id             XLOC_006084
isoform_id       TCONS_00034651
oId           ENST00000225235.5
cc                            =
dIF                     -0.2096
is_sw                      True
ge                    16.633783
v1                     4.244059
v2                     4.404597
IF1                    0.650867
IF2                    0.441267
Name: 121, dtype: object>",True,True,False,True,False,18760,2943,False,13,13,=,j,False,pure_promoter_switch
TFPI2,TCONS_00274354,TCONS_00279402,0.2711,-0.134733333333333,"<bound method Series.ge of gname                  TFPI2
gene_id          XLOC_049673
isoform_id    TCONS_00274354
oId               PB.11657.2
cc                         =
dIF                   0.2711
is_sw                   True
ge                 77.780409
v1                  1.171258
v2                 43.143885
IF1                 0.311033
IF2                 0.582133
Name: 835, dtype: object>",True,True,False,True,False,533,1032,False,5,4,=,c,False,terminal_other
THAP2,TCONS_00065420,TCONS_00065424,0.4244,-0.130266666666667,"<bound method Series.ge of gname                     THAP2
gene_id             XLOC_011542
isoform_id       TCONS_00065420
oId           ENST00000547843.1
cc                            =
dIF                      0.4244
is_sw                      True
ge                    37.206564
v1                     0.905241
v2                    10.668077
IF1                      0.0594
IF2                      0.4838
Name: 234, dtype: object>",True,True,True,True,True,21601,39607,False,2,6,=,=,False,promoter_plus_internal
TIMP2,TCONS_00134513,TCONS_00137776,-0.153533333333333,0.157233333333333,"<bound method Series.ge of gname                     TIMP2
gene_id             XLOC_024293
isoform_id       TCONS_00134513
oId           ENST00000585421.5
cc                            =
dIF                   -0.153533
is_sw                      True
ge                   301.103708
v1                     86.74879
v2                    49.147118
IF1                       0.521
IF2                    0.367467
Name: 407, dtype: object>",True,True,True,True,False,3160,2568,False,5,3,=,c,False,promoter_plus_internal
TIMP3,TCONS_00200962,TCONS_00200963,0.269066666666667,-0.253066666666667,"<bound method Series.ge of gname                  TIMP3
gene_id          XLOC_034994
isoform_id    TCONS_00200962
oId               PB.10677.3
cc                         c
dIF                 0.269067
is_sw                   True
ge                218.414063
v1                 32.764299
v2                 51.190942
IF1                   0.2675
IF2                 0.536567
Name: 621, dtype: object>",True,True,False,True,False,7806,2465,False,4,3,c,c,True,pure_promoter_switch
TIMP3,TCONS_00200963,TCONS_00200962,-0.253066666666667,0.269066666666667,"<bound method Series.ge of gname                  TIMP3
gene_id          XLOC_034994
isoform_id    TCONS_00200963
oId               PB.10677.6
cc                         c
dIF                -0.253067
is_sw                   True
ge                218.414063
v1                 55.830147
v2                 19.080012
IF1                 0.453233
IF2                 0.200167
Name: 622, dtype: object>",True,True,False,True,False,7806,2465,False,3,4,c,c,True,pure_promoter_switch
TMEM14A,TCONS_00252899,TCONS_00252896,-0.213633333333333,0.134233333333333,"<bound method Series.ge of gname                TMEM14A
gene_id          XLOC_045156
isoform_id    TCONS_00252899
oId               PB.15236.4
cc                         =
dIF                -0.213633
is_sw                   True
ge                 69.161377
v1                 19.423907
v2                 18.049228
IF1                   0.6668
IF2                 0.453167
Name: 763, dtype: object>",True,True,True,True,True,6656,17435,False,5,2,=,=,False,promoter_plus_internal
TMEM170B,TCONS_00250544,TCONS_00261399,-0.208566666666667,0.208566666666667,"<bound method Series.ge of gname                  TMEM170B
gene_id             XLOC_044564
isoform_id       TCONS_00250544
oId           ENST00000379426.2
cc                            =
dIF                   -0.208567
is_sw                      True
ge                    19.875608
v1                    11.766502
v2                     3.667368
IF1                      0.8348
IF2                    0.626233
Name: 753, dtype: object>",True,True,False,True,False,28007,6107,False,3,2,=,c,False,pure_promoter_switch
TMEM170B,TCONS_00261399,TCONS_00250544,0.208566666666667,-0.208566666666667,"<bound method Series.ge of gname               TMEM170B
gene_id          XLOC_044564
isoform_id    TCONS_00261399
oId               PB.13549.1
cc                         c
dIF                 0.208567
is_sw                   True
ge                 19.875608
v1                  2.254364
v2                  2.187374
IF1                   0.1652
IF2                 0.373767
Name: 754, dtype: object>",True,True,False,True,False,28007,6107,False,2,3,c,=,True,pure_promoter_switch
